LakeID,Lake_Name,Sample_Date,Info_Type,Ammonia_mg.L,Calcium_mg.L,Extracted_Chl_ug.L,Secchi_Depth_m,TN_mg.L,TDN_mg.L,pH,TP_mg.L,Conductance_umho.cm,Temperature_Water_C,True_Color_PTU
0703DER0139A,De Ruyter Reservoir,06/29/2014,OW,0,NA,3.4,NA,0.342,NA,6.88,0.0121,154.7,26,5
0703DER0139A,De Ruyter Reservoir,08/25/2002,BS,0.065,NA,NA,NA,0.286,NA,NA,0.01218,NA,21,NA
0703DER0139A,De Ruyter Reservoir,06/06/2015,OW,0.048,18.6,1,NA,0.376,NA,7.37,0.0123,158.8,21,9
0703DER0139A,De Ruyter Reservoir,08/07/2005,OW,0.005,24.4,2.4,NA,0.172,NA,7.55,0.0123,153.9,27,22
0703DER0139A,De Ruyter Reservoir,09/06/2004,BS,0.005,NA,NA,NA,0.3199,NA,NA,0.0123,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/13/2004,BS,0.0307,NA,NA,NA,0.2517,NA,NA,0.0124,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,10/21/2007,BS,NA,NA,NA,NA,NA,NA,NA,0.0124,NA,17,NA
0703DER0139A,De Ruyter Reservoir,06/02/2002,OW,0.064,NA,2.5,NA,0.689,NA,8.01,0.01244,197,16,7
0703DER0139A,De Ruyter Reservoir,07/12/2009,OW,0.53492,NA,3.36,NA,0.703,NA,7.4,0.0126,192.2,22.5,8
0703DER0139A,De Ruyter Reservoir,07/26/2017,BS,0.057,NA,NA,NA,NA,NA,NA,0.0126,NA,22,NA
0703DER0139A,De Ruyter Reservoir,08/27/2016,OW,NA,NA,3.1,NA,0.225,NA,8.1,0.0126,136.6,36,14
0703DER0139A,De Ruyter Reservoir,08/27/2016,BS,NA,NA,NA,NA,NA,NA,NA,0.0126,NA,25,NA
0703DER0139A,De Ruyter Reservoir,06/16/2002,OW,0.034,NA,3.9,NA,0.693,NA,8.14,0.01268,190,19,7
0703DER0139A,De Ruyter Reservoir,07/06/2014,BS,0.068,NA,NA,NA,NA,NA,NA,0.0127,NA,23.5,NA
0703DER0139A,De Ruyter Reservoir,07/08/2007,BS,NA,NA,NA,NA,NA,NA,NA,0.0127,NA,18.5,NA
0703DER0139A,De Ruyter Reservoir,09/01/2014,OW,0.026,NA,1,NA,0.228,NA,7.3,0.0127,147.3,23.5,7
0703DER0139A,De Ruyter Reservoir,09/02/2013,BS,0.014,NA,NA,NA,NA,NA,NA,0.0127,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/16/2014,OW,0,NA,2.1,NA,0.26,NA,7.39,0.0129,167.7,23,5
0703DER0139A,De Ruyter Reservoir,08/26/2007,OW,0.006,26.67,4.82,NA,0.50056,NA,7.99,0.0129,155.5,24,1
0703DER0139A,De Ruyter Reservoir,06/19/1994,BS,NA,NA,NA,NA,NA,NA,NA,0.013,NA,18.5,NA
0703DER0139A,De Ruyter Reservoir,06/22/1997,BS,NA,NA,NA,NA,NA,NA,NA,0.013,NA,15,NA
0703DER0139A,De Ruyter Reservoir,06/25/1989,OW,NA,NA,5.55,NA,NA,NA,8.6,0.013,179,22,5
0703DER0139A,De Ruyter Reservoir,07/25/2004,OW,0.005,NA,2.1,NA,0.1129,NA,7.31,0.013,173,24,9
0703DER0139A,De Ruyter Reservoir,08/17/1997,OW,NA,NA,7.35,NA,NA,NA,8.18,0.013,177,22,4
0703DER0139A,De Ruyter Reservoir,08/19/1989,OW,NA,NA,6.59,NA,NA,NA,8.08,0.013,178,22,2
0703DER0139A,De Ruyter Reservoir,08/28/1994,OW,NA,NA,8.19,NA,NA,NA,8.12,0.013,167,21,3
0703DER0139A,De Ruyter Reservoir,09/03/1990,OW,NA,NA,5.91,NA,NA,NA,7.96,0.013,176,21,3
0703DER0139A,De Ruyter Reservoir,09/12/1989,BS,NA,NA,NA,NA,NA,NA,8.15,0.013,175,20,3
0703DER0139A,De Ruyter Reservoir,09/19/1999,OW,NA,NA,3.77,NA,NA,NA,8.07,0.013,174,18,3
0703DER0139A,De Ruyter Reservoir,09/22/1996,BS,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/23/2001,OW,NA,NA,5.1,NA,NA,NA,7.58,0.013,184,20,1
0703DER0139A,De Ruyter Reservoir,06/09/2013,BS,0.055,NA,NA,NA,NA,NA,NA,0.0131,NA,17,NA
0703DER0139A,De Ruyter Reservoir,06/27/2006,BS,NA,NA,NA,NA,NA,NA,NA,0.0131,NA,23.5,NA
0703DER0139A,De Ruyter Reservoir,06/29/2003,OW,0.005,NA,5.1,NA,0.4421,NA,8.26,0.0131,187,23,1.5
0703DER0139A,De Ruyter Reservoir,07/14/2003,OW,0.005,NA,5.2,NA,0.2059,NA,8.41,0.0131,183,24,7
0703DER0139A,De Ruyter Reservoir,08/06/2012,BS,0.041,NA,NA,NA,NA,NA,NA,0.0131,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/11/2012,BS,0.033,NA,NA,NA,NA,NA,NA,0.0133,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/08/2007,OW,0.02243,25.05,3.72,NA,0.5037,NA,7.78,0.0133,161.2,23,13
0703DER0139A,De Ruyter Reservoir,08/06/2006,OW,0.006,23.65,6.04,NA,0.63493,NA,7.35,0.0133,138.4,25.5,2
0703DER0139A,De Ruyter Reservoir,08/09/2004,BS,0.005,NA,NA,NA,0.3082,NA,NA,0.0133,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/24/2008,BS,NA,NA,NA,NA,NA,NA,NA,0.0133,NA,22,NA
0703DER0139A,De Ruyter Reservoir,09/01/2014,BS,0.007,NA,NA,NA,NA,NA,NA,0.0133,NA,23,NA
0703DER0139A,De Ruyter Reservoir,09/16/2012,OW,0.046,NA,0.7,NA,0.202,NA,7.21,0.0133,144.6,21.5,5
0703DER0139A,De Ruyter Reservoir,06/24/2012,OW,0.034,NA,1.7,NA,0.231,NA,7.41,0.0135,154.1,24,5
0703DER0139A,De Ruyter Reservoir,08/06/2016,BS,0.057,NA,NA,NA,NA,NA,NA,0.0135,NA,21,NA
0703DER0139A,De Ruyter Reservoir,08/09/2008,BS,NA,NA,NA,NA,NA,NA,NA,0.0135,NA,18,NA
0703DER0139A,De Ruyter Reservoir,08/03/2014,OW,0.035,NA,2.2,NA,0.335,NA,7.66,0.0136,156.6,26.5,2
0703DER0139A,De Ruyter Reservoir,09/03/2012,OW,0.024,NA,1.2,NA,0.269,NA,7.35,0.0136,154.2,24.5,6
0703DER0139A,De Ruyter Reservoir,09/02/2017,OW,0.038,NA,4,NA,0.374,NA,7.81,0.0137,115.9,21,5
0703DER0139A,De Ruyter Reservoir,06/15/2003,OW,0.0228,NA,8.5,NA,0.2277,NA,8.02,0.0138,191,18,11
0703DER0139A,De Ruyter Reservoir,07/22/2007,OW,0.02332,NA,5.13,NA,0.44764,NA,7.8,0.0138,135.1,27,16
0703DER0139A,De Ruyter Reservoir,08/26/2007,BS,NA,NA,NA,NA,NA,NA,NA,0.0139,NA,22,NA
0703DER0139A,De Ruyter Reservoir,07/14/2018,OW,0.016,NA,1.3,NA,0.339,0.368,7.62,0.01395,194.6,28,7
0703DER0139A,De Ruyter Reservoir,06/03/1998,OW,NA,NA,8.56,NA,NA,NA,8.28,0.014,176,18,4
0703DER0139A,De Ruyter Reservoir,07/15/1989,OW,NA,NA,3.92,NA,NA,NA,8.06,0.014,181,22,8
0703DER0139A,De Ruyter Reservoir,07/31/1993,OW,NA,NA,10.4,NA,NA,NA,8.08,0.014,169,21,2
0703DER0139A,De Ruyter Reservoir,08/02/1992,OW,NA,NA,10.3,NA,NA,NA,8.25,0.014,176,20,4
0703DER0139A,De Ruyter Reservoir,08/28/2000,OW,NA,NA,4.4,NA,NA,NA,7.95,0.014,183,23.5,2
0703DER0139A,De Ruyter Reservoir,08/30/2015,OW,0,NA,3.6,NA,0.473,NA,7.2,0.014,155.2,24,6
0703DER0139A,De Ruyter Reservoir,09/02/1989,BS,NA,NA,NA,NA,NA,NA,7.92,0.014,178,19,3
0703DER0139A,De Ruyter Reservoir,09/08/1996,OW,NA,NA,7.42,NA,NA,NA,6.36,0.014,170,23,1
0703DER0139A,De Ruyter Reservoir,09/24/1995,BS,NA,NA,NA,NA,NA,NA,NA,0.014,NA,16.5,NA
0703DER0139A,De Ruyter Reservoir,09/25/1988,BS,NA,NA,NA,NA,NA,NA,8.23,0.014,169,16,7
0703DER0139A,De Ruyter Reservoir,10/13/1991,OW,NA,NA,7.63,NA,NA,NA,8.17,0.014,167,12,2
0703DER0139A,De Ruyter Reservoir,08/06/2012,OW,0.005,23.3,2.3,NA,0.218,NA,7.92,0.0141,148.7,25.5,8
0703DER0139A,De Ruyter Reservoir,06/18/2017,OW,0.03,15.5,2.8,NA,0.42,NA,6.61,0.0142,130.7,25,5
0703DER0139A,De Ruyter Reservoir,08/07/2005,BS,NA,NA,NA,NA,NA,NA,NA,0.0142,NA,18.5,NA
0703DER0139A,De Ruyter Reservoir,08/09/2015,BS,0.035,NA,NA,NA,NA,NA,NA,0.0142,NA,18,NA
0703DER0139A,De Ruyter Reservoir,08/09/2017,OW,0.007,NA,3.3,NA,0.385,NA,7.71,0.0142,139.3,25,6
0703DER0139A,De Ruyter Reservoir,09/13/2002,OW,0.013,NA,2.9,NA,0.384,NA,7.83,0.01426,170,21,1.5
0703DER0139A,De Ruyter Reservoir,07/25/2004,BS,0.005,NA,NA,NA,0.4268,NA,NA,0.0143,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/22/2004,BS,0.005,NA,NA,NA,0.3148,NA,NA,0.0143,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/13/2008,BS,NA,NA,NA,NA,NA,NA,NA,0.0144,NA,23,NA
0703DER0139A,De Ruyter Reservoir,09/20/2008,BS,NA,NA,NA,NA,NA,NA,NA,0.0144,NA,20,NA
0703DER0139A,De Ruyter Reservoir,08/10/2003,OW,0.005,NA,10.9,NA,0.1868,NA,8.53,0.0146,184.6,26,10
0703DER0139A,De Ruyter Reservoir,09/14/2014,BS,0,NA,NA,NA,NA,NA,NA,0.0146,NA,19,NA
0703DER0139A,De Ruyter Reservoir,08/01/2010,OW,0.03,NA,1.9,NA,0.53,NA,7.71,0.0148,164,25,12
0703DER0139A,De Ruyter Reservoir,06/19/2000,OW,NA,NA,3.85,NA,NA,NA,7.42,0.015,179,19,6
0703DER0139A,De Ruyter Reservoir,07/02/1988,OW,NA,NA,4.74,NA,NA,NA,8.12,0.015,181,17,6
0703DER0139A,De Ruyter Reservoir,07/04/1992,OW,NA,NA,9.78,NA,NA,NA,8.31,0.015,182,18,2
0703DER0139A,De Ruyter Reservoir,09/10/1988,BS,NA,NA,NA,NA,NA,NA,8.09,0.015,170,17,4
0703DER0139A,De Ruyter Reservoir,09/12/1993,OW,NA,NA,7.22,NA,NA,NA,8.05,0.015,167,20,3
0703DER0139A,De Ruyter Reservoir,09/13/1998,BS,NA,NA,NA,NA,NA,NA,NA,0.015,NA,20,NA
0703DER0139A,De Ruyter Reservoir,09/14/1997,OW,NA,NA,14.7,NA,NA,NA,8.2,0.015,173,19,5
0703DER0139A,De Ruyter Reservoir,09/22/1996,OW,NA,NA,8.66,NA,NA,NA,8.01,0.015,173,18.5,15
0703DER0139A,De Ruyter Reservoir,09/27/1997,BS,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/16/2017,BS,0.027,NA,NA,NA,NA,NA,NA,0.0151,NA,25,NA
0703DER0139A,De Ruyter Reservoir,09/10/2007,BS,NA,NA,NA,NA,NA,NA,NA,0.0152,NA,22.5,NA
0703DER0139A,De Ruyter Reservoir,07/22/2012,OW,0.018,NA,1.5,NA,0.258,NA,8.02,0.0154,163,26.5,14
0703DER0139A,De Ruyter Reservoir,08/19/2012,OW,0.018,NA,1.1,NA,0.324,NA,7.57,0.0156,151.9,24,7
0703DER0139A,De Ruyter Reservoir,08/25/2003,OW,0.005,NA,11.5,NA,0.3188,NA,8.1,0.0156,184.2,25,1.5
0703DER0139A,De Ruyter Reservoir,06/23/2013,OW,0,NA,2.3,NA,0.377293,NA,7.81,0.0158,163,25.5,12
0703DER0139A,De Ruyter Reservoir,06/28/2009,BS,NA,NA,NA,NA,NA,NA,NA,0.0158,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/29/2003,BS,0.1108,NA,NA,NA,0.3808,NA,NA,0.0158,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/11/1999,OW,NA,NA,3.58,NA,NA,NA,7.84,0.016,183,23,3
0703DER0139A,De Ruyter Reservoir,07/23/1989,OW,NA,NA,3.88,NA,NA,NA,8.09,0.016,174,23,3
0703DER0139A,De Ruyter Reservoir,09/11/1994,OW,NA,NA,11.3,NA,NA,NA,8.13,0.016,167,17.5,4
0703DER0139A,De Ruyter Reservoir,09/13/1998,OW,NA,NA,8.99,NA,NA,NA,8.07,0.016,173,20.5,3
0703DER0139A,De Ruyter Reservoir,09/17/2006,OW,0.01434,NA,13.22,NA,0.54708,NA,7.4,0.016,144.8,20.5,14
0703DER0139A,De Ruyter Reservoir,08/03/2009,OW,0.12,NA,1.98,NA,0.354,NA,NA,0.0165,NA,24,12
0703DER0139A,De Ruyter Reservoir,08/03/2014,BS,0.053,NA,NA,NA,NA,NA,NA,0.0165,NA,24,NA
0703DER0139A,De Ruyter Reservoir,09/12/2015,BS,0.064,NA,NA,NA,NA,NA,NA,0.0165,NA,21,NA
0703DER0139A,De Ruyter Reservoir,07/14/2018,BS,0.038,NA,NA,NA,NA,NA,NA,0.01655,NA,24,NA
0703DER0139A,De Ruyter Reservoir,10/01/2017,OW,0.037,NA,1.9,NA,0.359,NA,7.81,0.0166,152.4,20,6
0703DER0139A,De Ruyter Reservoir,07/07/2013,BS,0.107,NA,NA,NA,NA,NA,NA,0.0167,NA,19,NA
0703DER0139A,De Ruyter Reservoir,07/28/2003,OW,0.005,26,6.7,NA,0.0496,NA,8.09,0.0168,183,24,11
0703DER0139A,De Ruyter Reservoir,06/21/1992,OW,NA,NA,9.1,NA,NA,NA,7.795,0.017,184.5,15,8.5
0703DER0139A,De Ruyter Reservoir,07/30/2000,OW,NA,NA,4.99,NA,NA,NA,7.45,0.017,185,23,0.5
0703DER0139A,De Ruyter Reservoir,08/27/1995,OW,NA,NA,7.17,NA,NA,NA,8.13,0.017,182,23,5
0703DER0139A,De Ruyter Reservoir,09/09/2001,OW,NA,NA,5.8,NA,NA,NA,8.15,0.017,187,23,5
0703DER0139A,De Ruyter Reservoir,09/13/1992,OW,NA,NA,8.84,NA,NA,NA,8.28,0.017,177,16,9
0703DER0139A,De Ruyter Reservoir,09/27/1997,OW,NA,NA,12.4,NA,NA,NA,8.09,0.017,168,16,4
0703DER0139A,De Ruyter Reservoir,07/21/2013,OW,0,NA,2.2,NA,0.315566,NA,7.63,0.0171,159.4,27,12
0703DER0139A,De Ruyter Reservoir,06/09/2013,OW,0.046,NA,0.4,NA,0.454,NA,7.47,0.0172,156.4,19,18
0703DER0139A,De Ruyter Reservoir,09/12/2015,OW,0.03,NA,3.8,NA,4.124,NA,7.09,0.0172,134.5,23,7
0703DER0139A,De Ruyter Reservoir,08/11/2002,BS,0.101,NA,NA,NA,0.359,NA,NA,0.01746,NA,19,NA
0703DER0139A,De Ruyter Reservoir,08/18/2013,OW,0,NA,4.2,NA,0.30989,NA,7.39,0.0175,161.9,23,14
0703DER0139A,De Ruyter Reservoir,09/04/2006,OW,0.04952,NA,13.8,NA,0.55314,NA,7.26,0.0179,132.6,20,14
0703DER0139A,De Ruyter Reservoir,09/22/1991,OW,NA,NA,7.03,NA,NA,NA,8.24,0.018,164,17,3
0703DER0139A,De Ruyter Reservoir,06/28/2009,OW,0.118,NA,6.91,NA,0.391,NA,NA,0.0181,NA,23,10
0703DER0139A,De Ruyter Reservoir,06/29/2014,BS,0,NA,NA,NA,NA,NA,NA,0.0182,NA,22,NA
0703DER0139A,De Ruyter Reservoir,07/22/2015,OW,0,NA,2.9,NA,0.306,NA,7.13,0.0185,164.2,26,7
0703DER0139A,De Ruyter Reservoir,08/04/2013,OW,0.024,NA,1.9,NA,0.363,NA,7.29,0.0185,161.4,23,15
0703DER0139A,De Ruyter Reservoir,07/19/1992,OW,NA,NA,7.4,NA,NA,NA,7.86,0.019,184,21,4
0703DER0139A,De Ruyter Reservoir,08/25/1996,BS,NA,NA,NA,NA,NA,NA,NA,0.019,NA,21.5,NA
0703DER0139A,De Ruyter Reservoir,08/28/1988,BS,NA,NA,NA,NA,NA,NA,8.09,0.019,168,22,6
0703DER0139A,De Ruyter Reservoir,08/30/1992,OW,NA,NA,14.1,NA,NA,NA,8.19,0.019,177,19,7
0703DER0139A,De Ruyter Reservoir,09/02/2013,OW,0.0055,NA,3.2,NA,0.36862,NA,7.7,0.0192,165.1,25,15
0703DER0139A,De Ruyter Reservoir,07/13/2015,OW,0.042,NA,4.3,NA,0.492,NA,7.83,0.0194,95.2,24,8
0703DER0139A,De Ruyter Reservoir,09/07/2003,OW,0.005,NA,14.8,NA,0.5123,NA,8.11,0.0194,187.8,23,3
0703DER0139A,De Ruyter Reservoir,06/06/2015,BS,0.051,NA,NA,NA,NA,NA,NA,0.0197,NA,15,NA
0703DER0139A,De Ruyter Reservoir,09/07/2016,BS,0.0075,NA,NA,NA,NA,NA,NA,0.0198,NA,23,NA
0703DER0139A,De Ruyter Reservoir,06/11/2006,OW,0.04351,25.98,5.97,NA,0.396885,NA,7.49,0.02,164,15.5,3
0703DER0139A,De Ruyter Reservoir,08/13/1995,BS,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/16/1992,OW,NA,NA,6.46,NA,NA,NA,8.24,0.02,178,18,8
0703DER0139A,De Ruyter Reservoir,09/05/1988,BS,NA,NA,NA,NA,NA,NA,8.07,0.02,172,16,3
0703DER0139A,De Ruyter Reservoir,08/10/2003,BS,0.1632,NA,NA,NA,0.1657,NA,NA,0.0202,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/26/2015,OW,0,NA,4.4,NA,0.541,NA,7.86,0.0202,150.1,23,4
0703DER0139A,De Ruyter Reservoir,06/27/2006,OW,0.04499,NA,3.77,NA,0.51185,NA,7.23,0.0206,117.6,24,31
0703DER0139A,De Ruyter Reservoir,07/22/2007,BS,NA,NA,NA,NA,NA,NA,NA,0.0211,NA,20,NA
0703DER0139A,De Ruyter Reservoir,07/22/2015,BS,0,NA,NA,NA,NA,NA,NA,0.0211,NA,20,NA
0703DER0139A,De Ruyter Reservoir,09/26/2015,BS,0,NA,NA,NA,NA,NA,NA,0.0215,NA,21,NA
0703DER0139A,De Ruyter Reservoir,06/06/1992,OW,NA,NA,36.3,NA,NA,NA,8.09,0.023,179,18,8
0703DER0139A,De Ruyter Reservoir,09/07/2003,BS,0.0423,NA,NA,NA,0.6001,NA,NA,0.0238,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/26/1993,OW,NA,NA,10.2,NA,NA,NA,8.24,0.024,168,18,5
0703DER0139A,De Ruyter Reservoir,06/28/2015,BS,0,NA,NA,NA,NA,NA,NA,0.0241,NA,20,NA
0703DER0139A,De Ruyter Reservoir,07/26/2017,OW,0.048,NA,2.9,NA,0.625,NA,7.84,0.0251,137.7,25,5
0703DER0139A,De Ruyter Reservoir,08/21/2005,BS,NA,NA,NA,NA,NA,NA,NA,0.0268,NA,18,NA
0703DER0139A,De Ruyter Reservoir,07/28/1996,BS,NA,NA,NA,NA,NA,NA,NA,0.027,NA,19.5,NA
0703DER0139A,De Ruyter Reservoir,07/28/2003,BS,0.1816,NA,NA,NA,0.0508,NA,NA,0.0277,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/16/2014,BS,0,NA,NA,NA,NA,NA,NA,0.028,NA,21,NA
0703DER0139A,De Ruyter Reservoir,08/27/1995,BS,NA,NA,NA,NA,NA,NA,NA,0.029,NA,20.5,NA
0703DER0139A,De Ruyter Reservoir,08/30/2009,BS,NA,NA,NA,NA,NA,NA,NA,0.0303,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/02/1997,BS,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/17/2006,BS,NA,NA,NA,NA,NA,NA,NA,0.0335,NA,20,NA
0703DER0139A,De Ruyter Reservoir,09/13/2002,BS,0.016,NA,NA,NA,0.369,NA,NA,0.03371,NA,20.5,NA
0703DER0139A,De Ruyter Reservoir,07/13/2015,BS,0.118,NA,NA,NA,NA,NA,NA,0.0344,NA,22,NA
0703DER0139A,De Ruyter Reservoir,08/20/2006,BS,NA,NA,NA,NA,NA,NA,NA,0.0385,NA,19,NA
0703DER0139A,De Ruyter Reservoir,09/04/2006,BS,NA,NA,NA,NA,NA,NA,NA,0.0401,NA,18.5,NA
0703DER0139A,De Ruyter Reservoir,07/20/2014,BS,0,NA,NA,NA,NA,NA,NA,0.0406,NA,21,NA
0703DER0139A,De Ruyter Reservoir,08/25/2003,BS,0.2588,NA,NA,NA,0.3316,NA,NA,0.0437,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/04/2013,BS,0.494,NA,NA,NA,NA,NA,NA,0.0506,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/11/1994,BS,NA,NA,NA,NA,NA,NA,NA,0.052,NA,17.5,NA
0703DER0139A,De Ruyter Reservoir,08/09/2017,BS,0.041,NA,NA,NA,NA,NA,NA,0.0559,NA,23,NA
0703DER0139A,De Ruyter Reservoir,09/02/2017,BS,0.156,NA,NA,NA,NA,NA,NA,0.0597,NA,19,NA
0703DER0139A,De Ruyter Reservoir,07/18/1993,BS,NA,NA,NA,NA,NA,NA,NA,0.06,NA,19.5,NA
0703DER0139A,De Ruyter Reservoir,06/28/2015,OW,0,NA,1.9,NA,0.319,NA,7.2,0.0629,163.5,26,2
0703DER0139A,De Ruyter Reservoir,07/31/1993,BS,NA,NA,NA,NA,NA,NA,NA,0.063,NA,16,NA
0703DER0139A,De Ruyter Reservoir,07/20/2016,BS,NA,NA,NA,NA,NA,NA,NA,0.0721,NA,23,NA
0703DER0139A,De Ruyter Reservoir,06/30/2002,BS,0.1,NA,NA,NA,0.349,NA,NA,0.07994,NA,18,NA
0703DER0139A,De Ruyter Reservoir,08/29/1993,BS,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/16/2017,BS,0.028,NA,NA,NA,NA,NA,NA,0.175,NA,21,NA
0703DER0139A,De Ruyter Reservoir,07/06/2016,BS,0.069,NA,NA,NA,NA,NA,NA,0.1947,NA,21,NA
0703DER0139A,De Ruyter Reservoir,07/17/1994,BS,NA,NA,NA,NA,NA,NA,NA,0.22,NA,18.5,NA
0703DER0139A,De Ruyter Reservoir,06/26/2016,BS,NA,NA,NA,NA,NA,NA,NA,0.2904,NA,21,NA
0703DER0139A,De Ruyter Reservoir,10/01/2017,BS,0.057,NA,NA,NA,NA,NA,NA,0.3742,NA,20,NA
0703DER0139A,De Ruyter Reservoir,06/03/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/05/1994,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/06/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/13/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/14/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/17/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/18/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/19/1993,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/19/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/21/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/23/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/23/2013,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/24/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/24/2012,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/25/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/25/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/27/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/28/1998,OW,NA,NA,5.68,NA,NA,NA,8.13,NA,177,24,1
0703DER0139A,De Ruyter Reservoir,06/28/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/30/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,06/30/1996,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/01/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/02/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/02/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/02/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/03/1994,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/03/1995,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/04/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/05/1993,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/05/2010,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/06/1997,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/08/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/08/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/09/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/11/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/12/1998,OW,NA,NA,10.2,NA,NA,NA,8,NA,174,21,3
