LakeID,Lake_Name,Sample_Name,Sample_Date,ESF_no,UFI_no,Data_Provider,Info_Type,LocationID,Latitude,Longitude,Sample_Depth_m,Secchi_Depth_m,DO_mg.L,Bottom_DO_mg.L,pH,TP_mg.L,Conductance_umho.cm,Temperature_Air_C,Temperature_Water_C,TN_mg.L,TDN_mg.L,Ammonia_mg.L,Nox_mg.L,Nitrate_mg.L,Nitirite_mg.L,True_Color_PTU,Chloride_mg.L,Calcium_mg.L,Chl.a_probe_ug.L,Extracted_Chl_ug.L,ESF_FP_Chl_ug.L,ESF_FB_BGA_ug.L,ESF_Microcystin_mg.L,HAB_Status,Alkalinity_CaCO3_mg.L,DOC_mg.L,UV_254_1.cm,Iron_ug.L,Manganese_ug.L,Arsenic_ug.L,QA,QB,QC,Surface_Area_ha,County,Major_Basin,Water_Class,Screening_2016
0602EAT0163,Eaton Brook Reservoir,93-39-05,08/23/1993,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,93-39-06,09/07/1993,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,93-39-07,09/13/1993,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,93-39-08,10/04/1993,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-01,06/13/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-02,06/29/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-11,06/29/1994,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-03,07/11/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-04,07/25/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-05,08/08/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-12,08/08/1994,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-06,08/23/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-07,10/09/1994,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,94-39-13,10/09/1994,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-01,07/26/1995,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-02,08/11/1995,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-03,08/21/1995,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-04,09/02/1995,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-11,09/02/1995,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,95-39-05,09/26/1995,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,2.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-01,06/17/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-02,07/01/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-03,07/16/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-04,07/29/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-05,08/13/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-06,08/27/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-07,09/09/1996,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,96-39-11,09/09/1996,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-01,06/09/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-02,06/23/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-03,07/07/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-04,07/21/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-05,08/04/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-06,08/18/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-07,09/02/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,97-39-08,09/15/1997,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-01,06/15/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.847560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-11,06/15/1998,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-02,06/29/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.350609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-03,07/13/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.692073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-04,07/27/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.219512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-12,07/27/1998,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-05,08/10/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.533536585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-06A,08/24/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.274390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-06B,08/24/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-07,09/13/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,2.896341463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-08,09/27/1998,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,2.820121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,98-39-13,09/27/1998,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,99-39-01,06/13/1999,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7.149390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,99-39-02,07/03/1999,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.945121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,99-39-03,07/18/1999,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.50304878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,99-39-04,08/21/1999,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.152439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-01,06/03/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-02,06/26/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-03,07/11/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-04,07/24/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-05,08/08/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-06,08/28/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-07,09/10/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,00-39-08,09/24/2000,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,3.338414634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-11,06/20/2010,,2010172002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-01,06/20/2010,,2010172001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-02,07/05/2010,,2010188037,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-13,07/19/2010,,2010203010,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-03,07/19/2010,,2010203009,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-04,08/01/2010,,2010216009,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-05,08/15/2010,,2010232005,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-15,08/15/2010,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-06,08/29/2010,,2010243060,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-07,09/11/2010,,2010257005,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-17,09/11/2010,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,10-39-08,09/24/2010,,2010271010,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-11,06/05/2011,,2011158002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-01,06/05/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-02,06/16/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-03,07/02/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-13,07/02/2011,,2011187029,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-04,07/15/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-4B,07/16/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-05,08/07/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-15,08/07/2011,,2011221002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-06,08/20/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-07,09/03/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-17,09/03/2011,,2011250050,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,11-39-08,09/17/2011,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-01,06/10/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-11,06/10/2012,,2012164013,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-02,06/24/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-03,07/08/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-13,07/08/2012,,2012192064,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-04,07/29/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-05,08/11/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-15,08/11/2012,,2012227027,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-06,08/26/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-07,09/09/2012,,2012255023,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-17,09/09/2012,,2012255024,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-07  ,09/09/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,12-39-08,09/22/2012,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-11,06/15/2013,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-01,06/15/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-02,06/30/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-03,07/14/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-13,07/14/2013,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-04,07/28/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-15,08/11/2013,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-05,08/11/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-06,08/25/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-07,09/09/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-17,09/09/2013,,,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,13-39-08,09/24/2013,,,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-01,05/25/2015,15-142,2015147001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-11,05/25/2015,,2015147002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-02,06/09/2015,15-200,2015161002,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-12,06/09/2015,,2015161003,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-03,06/22/2015,15-342,2015174001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-13,06/22/2015,,2015174002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-04,07/06/2015,15-509,2015188001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-14,07/06/2015,,2015188002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-05,07/20/2015,15-711,2015203007,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-15,07/20/2015,,2015203008,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-06,08/03/2015,15-878,2015216001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-16,08/03/2015,,2015216002,CSL,BS,0602EAT0163_C,42.8591003,-75.6989975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602EAT0163,Eaton Brook Reservoir,15-39-07,08/17/2015,15-1178,2015230001,CSL,OW,0602EAT0163_C,42.8591003,-75.6989975,1.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
