LakeID,Lake_Name,Sample_Name,Sample_Date,ESF_no,UFI_no,Data_Provider,Info_Type,LocationID,Latitude,Longitude,Sample_Depth_m,Secchi_Depth_m,DO_mg.L,Bottom_DO_mg.L,pH,TP_mg.L,Conductance_umho.cm,Temperature_Air_C,Temperature_Water_C,TN_mg.L,TDN_mg.L,Ammonia_mg.L,Nox_mg.L,Nitrate_mg.L,Nitirite_mg.L,True_Color_PTU,Chloride_mg.L,Calcium_mg.L,Chl.a_probe_ug.L,Extracted_Chl_ug.L,ESF_FP_Chl_ug.L,ESF_FB_BGA_ug.L,ESF_Microcystin_mg.L,HAB_Status,Alkalinity_CaCO3_mg.L,DOC_mg.L,UV_254_1.cm,Iron_ug.L,Manganese_ug.L,Arsenic_ug.L,QA,QB,QC,Surface_Area_ha,County,Major_Basin,Water_Class,Screening_2016
0703CAZ0153,Cazenovia Lake,88-41-01,06/13/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.1,,,8.5,0.023,294,24,18,,,,0.01,,,7,,,,3.03,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-02,06/20/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.25,,,8.54,0.012,279,25,23,,,,0.01,,,9,,,,1.6,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-03,06/27/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.17,,,8.55,0.01,289,15,19,,,,0.01,,,8,,,,2,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-04,07/04/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.2,,,8.16,0.011,310,26,20,,,,0.01,,,2,,,,3.77,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-05,07/11/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.52,,,8.51,0.009,288,24,26,,,,0.01,,,5,,,,2.81,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-06,07/18/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.05,,,8.57,0.012,301,21,25,,,,0.01,,,5,,,,3.18,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-07,07/25/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.39,,,8.34,0.01,286,20,22,,,,0.01,,,4,,,,3.18,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-08,08/01/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.27,,,8.36,0.01,161,22,25,,,,0.01,,,4,,,,2,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-09,08/08/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.95,,,8.33,0.009,265,20,24,,,,0.01,,,4,,,,1.92,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-10,08/15/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.88,,,8.45,0.009,261,25,25,,,,0.01,,,5,,,,2.74,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-11,08/22/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.8,,,8.34,0.012,264,20,25,,,,0.01,,,5,,,,1.85,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-12,08/29/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.06,,,8.42,0.013,257,16,21,,,,0.01,,,5,,,,4.51,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-13,09/04/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.58,,,8.3,0.013,264,20,22,,,,0.01,,,5,,,,3.26,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-14,09/12/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.87,,,8.36,0.011,270,18,21,,,,0.01,,,7,,,,3.4,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,88-41-15,09/19/1988,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.83,,,7.88,0.013,281,24,25,,,,0.01,,,8,,,,2.22,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-01,06/28/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,7.32,,,8.47,0.012,288,6.111111111,7.222222222,,,,0.01,,,7,,,,2.43,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-02,07/10/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.48,,,8.47,0.01,285,9,9,,,,,,,6,,,,1.91,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-03,07/24/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.64,,,8.56,0.006,278,25,23,,,,0.01,,,5,,,,3.29,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-04,08/07/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.03,,,8.55,0.01,271,16,21,,,,,,,2,,,,4.25,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-05,08/21/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.04,,,8.37,0.009,280,22,21,,,,0.01,,,7,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-06,09/05/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.85,,,8.33,0.011,279,16,18,,,,,,,2,,,,4.48,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-07,09/18/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.63,,,8.43,0.008,278,11,18,,,,0.01,,,5,,,,3.64,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,89-41-08,10/02/1989,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.25,,,8.48,0.02,283,16,15,,,,,,,8,,,,8.97,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-01,07/02/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.98,,,8.36,0.011,308,16,20,,,,0.01,,,5,,,,9.38,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-02,07/16/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.85,,,8.41,0.01,301,20,20,,,,,,,7,,,,9.62,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-03,08/01/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.465,,,8.26,0.008,240,17,23,,,,0.01,,,3,,,,4.64,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-04,08/13/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.275,,,8.48,0.011,288,20,22,,,,0.01,,,4,,,,6.93,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-05,08/27/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.05,,,7.95,0.016,293,21,22,,,,0.01,,,5,,,,5.31,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,90-41-06,09/10/1990,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.05,,,7.62,0.009,297,13,20,,,,,,,5,,,,8.28,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-01,06/21/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.64,,,8.49,0.008,298,25,23,,,,0.01,,,4,,,,3.29,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-02,07/07/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.74,,,8.48,0.01,290,29,23,,,,0.01,,,4,,,,1.96,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-03,08/02/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.43,,,8.45,0.008,278,24,22,,,,0.01,,,5,,,,5.77,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-04,08/24/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.23,,,8.46,0.009,275,23,22,,,,0.01,,,4,,,,1.5,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-05,09/06/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,7.36,,,8.39,0.012,218,23,21,,,,0.01,,,7,,,,2.44,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-06,09/14/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.05,,,8.42,0.008,227,22,20,,,,0.01,,,7,,,,2.65,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,91-41-07,09/22/1991,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.89,,,8.36,0.009,255,18,17,,,,0.01,,,6,,,,5.58,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-01,06/21/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.22,,,8.42,0.013,288,10,17,,,,0.01,,,5,,,,3.19,,,,,,,,,,,1,3,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-02,07/07/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.61,,,8.53,0.009,285,21,20,,,,0.01,,,7,,,,3.08,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-03,07/24/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.09,,,8.5,0.013,279,20,20,,,,0.01,,,4,,,,5.18,,,,,,,,,,,2,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-04,08/09/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,2.65,,,8.45,0.014,279,23,20,,,,0.01,,,5,,,,,,,,,,,,,,,1,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-05,08/22/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.83,,,8.45,0.007,278,24,20,,,,,,,4,,,,3.05,,,,,,,,,,,2,3,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-06,09/07/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.46,,,8.5,0.013,279,21,18,,,,0.01,,,4,,,,6.8,,,,,,,,,,,2,3,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,92-41-07,09/27/1992,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.96,,,8.51,0.02,282,19,17,,,,0.01,,,9,,,,7.79,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-01,06/18/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,,,,8.37,0.016,295,,,,,,0.03,,,8,,,,3.14,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-02,06/27/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.45,,,8.43,0.017,292,26,20,,,,,,,3,,,,2.64,,,,,,,,,,,1,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-03,07/09/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.35,,,8.33,0.008,286,,,,,,,,,3,,,,1.52,,,,,,,,,,,2,3,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-11,07/09/1993,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,14,,,,,0.12,,30,26,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-04,07/25/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.165,,,8.46,0.009,272,29,22,,,,,,,2,,,,2.72,,,,,,,,,,,1,4,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-05,08/08/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.115,,,8.4,0.009,277,20,22,,,,,,,4,,,,4.59,,,,,,,,,,,2,4,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-12,08/08/1993,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,14,,,,,0.21,,,12,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-06,08/22/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.99,,,8.43,0.009,271,21,21,,,,,,,3,,,,3.67,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-07,09/06/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.525,,,8.44,0.008,266,,,,,,,,,3,,,,4.52,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-13,09/06/1993,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,14,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-08,09/19/1993,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.82,,,8.47,0.01,273,14,19,,,,,,,6,,,,3.98,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,93-41-14,09/19/1993,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,14,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-01,06/18/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.93,,,8.35,0.005,292,33,26,,,,0.01,,,3,,,,2.2,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-02,07/08/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.87,,,8.42,0.009,283,35,26,,,,0.01,,,2,,,,3.26,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-03,07/23/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,1.825,,,8.31,0.011,272,26,24,,,,0.01,,,2,,,,3.76,,,,,,,,,,,4,3,3,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-04,08/06/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,2.8,,,8.36,0.012,266,20,23,,,,0.01,,,4,,,,4.18,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-05,09/05/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3.505,,,8.25,0.014,261,20,19,,,,,,,6,,,,4.44,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-06,09/17/1994,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,2.635,,,8.33,0.018,265,19,18,,,,0.01,,,2,,,,11.9,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,94-41-11,09/17/1994,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,13,,,,,0.38,,,13,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,95-41-01,07/03/1995,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.75,,,8.34,0.011,293,20,20,,,,0.01,,,5,,,,3.36,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,95-41-02,07/17/1995,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,3,,,8.39,0.011,279,25,25,,,,0.01,,,1,,,,2.39,,,,,,,,,,,3,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,95-41-03,08/02/1995,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.75,,,8.32,0.009,272,24,24,,,,0.01,,,1,,,,1.84,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,95-41-04,08/23/1995,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.75,,,8.44,0.008,264,17,26,,,,,,,5,,,,4.87,,,,,,,,,,,2,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,95-41-05,09/13/1995,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.625,,,8.22,0.013,272,22,22,,,,0.01,,,5,,,,7.43,,,,,,,,,,,3,3,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,96-41-01,06/27/1996,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.5,,,8.18,0.007,286,27,21,,,,0.02,,,5,,,,0.64,,,,,,,,,,,2,3,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,96-41-02,07/24/1996,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016, ,4.125,,,8.35,0.012,278,28,24,,,,0.01,,,5,,,,1.8,,,,,,,,,,,2,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,96-41-03,08/08/1996,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.375,,,8.45,0.01,280,34,27,,,,0.01,,,1,,,,1.6,,,,,,,,,,,2,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,97-41-01,07/21/1997,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,8,,,8.3,0.017,288,22,22,,,,0.01,,,5,,,,2.26,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,97-41-02,09/08/1997,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6,,,8.22,0.015,285,22,20,,,,0.01,,,4,,,,2.26,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-01,07/21/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6.5,,,8.45,,277,27,24,,,,0.02,,,2,,,,1.41,,,,,,,,,,,2,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-02,08/04/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-11,08/04/1998,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,13.25,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-03A,08/20/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016, ,,,,8.1,0.011,271,,,,,,0.01,,,3,,,,1.8,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-03B,08/20/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,8,,,,0.012,,16,23,,,,,,,,,,,,,,,,,,,,,,2,1,1,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-04,09/29/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,2.43,,,8.14,0.01,271,17,19,,,,0.03,,,5,,,,2.59,,,,,,,,,,,2,2,1,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-12,09/29/1998,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-05,10/26/1998,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,9,,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,1,2,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,98-41-13,10/26/1998,,,CSL,BS,0703CAZ0153_C,42.9482002,-75.8720016,14,,,,7.69,,274,16,12,,,,,,,,,,,,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,99-41-01,07/08/1999,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,6,,,8.4,0.01,270,22,24,,,,0.01,,,6,,,,2.04,,,,,,,,,,,2,1,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,99-41-02,08/08/1999,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,7,,,8.23,0.008,270,20,24,,,,0.01,,,4,,,,1,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,99-41-03,09/12/1999,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,7,,,8.15,0.006,270,23,22,,,,0.01,,,6,,,,1.13,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,99-41-04,10/10/1999,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1,6.5,,,8.15,0.014,276,18,15,,,,0.01,,,6,,,,2.12,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,00-41-01,07/02/2000,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,2.75,,,8.35,0.008,295,27,24,,,,0.01,,,7,,,,0.5,,,,,,,,,,,2,3,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,00-41-02,07/25/2000,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,4.5,,,8.09,0.013,286,21,23,,,,0.01,,,8,,,,1.78,,,,,,,,,,,5,3,4,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,00-41-03,09/11/2000,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1,,,,8.34,0.011,287,21,21,,,,0.01,,,7,,,,2,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,00-41-04,10/15/2000,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1,,,,8.19,0.015,289,16,15,,,,0.01,,,7,,,,1.62,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,01-41-01,07/31/2001,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.75,,,8.64,0.009,288,26.66666667,25.55555556,,,,0.01,,,5,,,,1.55,,,,,,,,,,,,,,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
0703CAZ0153,Cazenovia Lake,01-41-02,09/16/2001,,,CSL,OW,0703CAZ0153_C,42.9482002,-75.8720016,1.5,5.875,,,8.04,0.013,284,23.88888889,21.11111111,,,,0.01,,,6,,,,2.24,,,,,,,,,,,2,3,2,479.2,Madison,Seneca-Oneida-Oswego River Basin,A,
