LakeID,Lake Name,Proj. Code,Sample Name,Sample Date,Data Provider,Info Type,LocationID,Latitude,Longitude,Sample Depth (m),Secchi Depth (m),DO (mg/L),Bottom DO (mg/L),pH,TP (mg/L),TDP (mg/L),Conductance (umho/cm),"Temperature, air (deg C)","Temperature, water (deg C)",TN (mg/L),TDN (mg/L),Ammonia (mg/L),NOx (mg/L),Nitrate (mg/L),Nitrite (mg/L),True Color (ptu),Chloride (mg/L),Calcium (mg/L),Chl.a (probe) (ug/L),Extracted Chl.a (ug/L),UFI/SBK FP Chl.a (ug/L),UFI/SBK FP BGA (ug/L),(UFI/SBK Microcystin (ug/L)),ESF FP Chl.a (ug/L),ESF FP BGA (ug/L),ESF Microcystin (ug/L),HAB Status,Alkalinity as CaCO3 (mg/L),DOC (mg/L),UV 254 (1/cm),Iron (ug/L),Manganese (ug/L),Arsenic (ug/L),QA,QB,QC
1005GLE0441,Glen Lake,8,16-08-02,07/04/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.95,,,7.59,0.0068,,424.5,21,24,0.321,,,,,,15,,,,0.8,,,,,0,ND,,,,,,,,3,3,3
1005GLE0441,Glen Lake,8,16-08-03,07/11/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4,,,7.55,0.0081,,362.7,23,26,0.197,,0.028,0.0035,,,23,51.7,,,1.7,,,,,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,16-08-04,07/26/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.95,,,8.37,0.0077,,451.2,25,26,0.202,,,,,,15,,,,1.5,,,,,0.36,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,16-08-05,08/01/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4,,,7.37,0.0061,,405.9,22,26,0.214,,0.076,0.034,,,18,,,,0.6,,,,,0.2,ND,No Bloom,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,16-08-01,06/14/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,5.95,,,7.37,0.0063,,399.9,17,19,0.215,,0.102,0.029,,,11,,,,1.1,,,,,0,ND,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-06,08/14/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.05,,,7.51,0.0067,,388,25,27,0.515,,,,,,16,,,,1.7,,,,,0.17,ND,,,,,,,,2,4,2
1005GLE0441,Glen Lake,8,16-08-07,08/29/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.9,,,7.99,0.0076,,339.6,26,26,0.29,,0.0075,0.0035,,,22,74.1,,,1.5,,,,,0.19,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,16-08-08,09/17/2016,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.55,,,7.77,0.0086,,416.4,24,23,0.229,,,,,,14,,,,3.8,,,,,0.42,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,15-08-01,06/10/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,2.6,,,7.76,,,400.2,22,25,0.291,,0.022,0.00275,,,6,,21.3,,13.3,,,,2.45,0,ND,,,,,,,,3,3,3
1005GLE0441,Glen Lake,8,15-08-02,06/22/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.3,,,7.45,,,403.6,21,22,0.189,,0,,,,3,,,,3.2,,,,2.21,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,15-08-03,07/06/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.4,,,7.27,,,424.2,25,27,0.4,,0.046,0.00275,,,6,70.9,,,2,,,,1.15,0,ND,,,,,,,,2,2,2
1005GLE0441,Glen Lake,8,15-08-04,07/21/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,5.1,,,7.2,,,410.3,22,26,0.301,,0,,,,10,,,,1,,,,1.37,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,15-08-05,08/02/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,6,,,8.22,,,267.8,29,27,0.522,,0.035,0.008,,,8,,27.2,,1,,,,0.76,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,15-08-06,08/17/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.9,,,7.63,,,386.6,23,25,0.561,,0,,,,5,,,,1.4,,,,0.42,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,15-08-07,08/30/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.8,,,7.26,,,385.1,24,25,0.989,,0.047,0.012,,,4,76.9,,,1.4,,,,0,0,ND,,,,,,,,2,2,2
1005GLE0441,Glen Lake,8,15-08-08,09/12/2015,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,5.1,,,7.29,,,412,22,19,0.474,,0,,,,3,,,,1.1,,,,0.94,0.13,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,12-08-01,05/31/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.3,,,8.4,0.0158,,236.1,18,23,0.478,,0.025,0.051581,,,7,,36.4,,11.6,,,,,,ND,,,,,,,,3,3,3
1005GLE0441,Glen Lake,8,12-08-02,06/12/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,2.95,,,7.13,0.0137,,287.4,20,22,0.242,,0.005,0.005,,,27,,,,6.1,,,,1.97,0.09,ND,,,,,,,,3,3,3
1005GLE0441,Glen Lake,8,12-08-03,07/02/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,3,,,7.09,0.0105,,366.6,21,25,0.373,,0.043,0.018962,,,20,,,,2.5,,,,3.18,1.04,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,12-08-04,07/17/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.55,,,7.75,0.0073,,378.8,23,27,0.324,,0.034,0.005,,,29,,,,3.1,,,,2.6,1.2,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,12-08-05,07/31/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.55,,,7.13,0.009,,377.7,23,25,0.366,,0.018501,0.005,,,7,,35.5,,2,,,,1.73,0.82,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,12-08-06,08/11/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.7,,,6.97,0.0067,,373.6,23,26,0.303,,0.116,0.005,,,7,,,,1.6,,,,2.99,2.11,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,12-08-07,08/20/2012,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.7,,,7.27,0.0075,,333.5,17,25,0.313,,0.039,0.005,,,29,,,,1.7,,,,2.67,1.99,ND,,,,,,,,2,4,3
1005GLE0441,Glen Lake,8,14-08-01,06/09/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,2.85,,,7.13,0.009,,393.6,20,24,0.243,,0.024,0.005,,,6,,,,4.6,,,,1.59,0,ND,,,,,,,,2,4,3
1005GLE0441,Glen Lake,8,14-08-11,06/09/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0181,,,,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-12,06/24/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0108,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-02,06/24/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.35,,,7.55,0.0095,,379.1,21,24,0.352,,0,,,,8,,,,2.8,,,,1.86,0,ND,,,,,,,,3,4,3
1005GLE0441,Glen Lake,8,14-08-13,07/01/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0114,,,,,,,0.139,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-03,07/01/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.55,,,7.17,0.0074,,374.3,29,26,0.306,,0.027,0.011767,,,9,,,,3.9,,,,1.1,0,ND,,,,,,,,3,4,3
1005GLE0441,Glen Lake,8,14-08-14,07/15/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0229,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-04,07/15/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.65,,,7.67,0.016,,296.9,22,26,0.29,,0,,,,8,,,,1.4,,,,1.01,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,14-08-05,07/29/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.45,,,7.26,0.0062,,382.4,20,24,0.298,,0.036,0.005,,,2,,,,2.1,,,,1.2,0,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,14-08-15,07/29/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.021,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-16,08/12/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0161,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-06,08/12/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.9,,,7.29,0.0056,,390.8,22,25,0.455,,0,,,,2,,,,1.3,,,,0.46,0,ND,,,,,,,,2,2,2
1005GLE0441,Glen Lake,8,14-08-17,08/24/2014,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0235,,,,,,,0.156,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,14-08-07,08/24/2014,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.7,,,7.38,0.0066,,376.6,19,22,0.286,,0.007,0.005,,,6,,,,2.2,,,,2.46,0.96,ND,,,,,,,,2,2,2
1005GLE0441,Glen Lake,8,15-08-11,06/10/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.2302,,,,8,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-12,06/22/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.1006,,,,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-13,07/06/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0631,,,,9,,,0.216,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-14,07/21/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.2374,,,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-15,08/02/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0648,,,,10,,,0.194,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-16,08/17/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0633,,,,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-17,08/30/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0427,,,,12,,,0.129,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,15-08-18,09/12/2015,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0943,,,,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,12-08-11,05/31/2012,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0131,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,12-08-13,07/02/2012,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0171,,,,,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,12-08-15,07/31/2012,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0251,,,,,,,0.260638,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,12-08-17,08/20/2012,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0166,,,,,,,0.372701,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-01,06/17/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.42,0.0105,,366,,,0.376,,0.026,0.02191,,,25,,,,5,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-11,06/17/2013,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0178,,,,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-02,06/26/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.96,0.0094,,366.9,,,0.334746,,0,,,,12,,,,3.1,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-13,07/08/2013,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0214,,,,,,,0.278,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-03,07/08/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.59,0.0087,,356.3,,,0.274,,0.022,0.006,,,24,,,,1.9,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-04,07/22/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.37,0.0067,,374.8,,,0.275713,,0,,,,32,,,,0.8,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-05,07/29/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.47,0.0056,,278,,,0.27,,0.014,0.006,,,21,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-15,07/29/2013,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0188,,,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-06,08/05/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.11,0.006,,364.8,,,0.489077,,0,,,,25,,,,1.1,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-07,08/19/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,7.26,0.0075,,345.7,,,0.306,,0.012,0.006,,,22,,,,1.8,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-8-17,08/19/2013,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0276,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-08-01,06/17/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1,2.85,,,,0.0105,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,3,,4
1005GLE0441,Glen Lake,8,13-08-02,06/26/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,2.75,,,,0.0094,,,,,,,,,,,,,,,,,,,3.1,0,,,,,,,,,3,,3
1005GLE0441,Glen Lake,8,13-08-03,07/08/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.05,,,,0.0087,,,,,,,,,,,,,,,,,,,1.9,1.2,,,,,,,,,3,,3
1005GLE0441,Glen Lake,8,13-08-04,07/22/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,,,,,,0.0067,,,,,,,,,,,,,,,,,,,0.8,0.09,,,,,,,,,,,
1005GLE0441,Glen Lake,8,13-08-05,07/29/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,5.2,,,,0.0056,,,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,2,,2
1005GLE0441,Glen Lake,8,13-08-06,08/05/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.95,,,,0.006,,,,,,,,,,,,,,,,,,,1.1,0.9,,,,,,,,,2,,2
1005GLE0441,Glen Lake,8,13-08-07,08/19/2013,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.9,,,,0.0075,,,,,,,,,,,,,,,,,,,1.8,0.5,,,,,,,,,2,,2
1005GLE0441,Glen Lake,8,16-08-11,06/14/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0087,,,,9,,,0.242,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-12,07/04/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0163,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-13,07/11/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0181,,,,12,,,0.289,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-14,07/26/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0138,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-15,08/01/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0205,,,,11,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-16,08/14/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0202,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-17,08/29/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0158,,,,13,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,16-08-18,09/17/2016,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0308,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-05,08/13/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.85,,,7.53,0.0043,,404.2,23,25,0.395,,0.069,0.007,,,11,,,,1.8,,,,1.1,0.3,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,17-08-06,08/27/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,5.4,,,7.49,0.007,,209.1,22,24,0.477,,0.011,0.007,,,11,,,,0.7,,,,2,0.5,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,17-08-04,07/25/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4,,,7.19,0.0071,,402,18,24,0.536,,0.069,0.007,,,12,,,,2.8,,,,3,0,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,17-08-08,09/26/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.35,,,7.39,0.0071,,415.5,29,27,0.424,,0.316,0.007,,,6,,,,1.6,,,,2.38,1.38,ND,,,,,,,,2,3,3
1005GLE0441,Glen Lake,8,17-08-07,09/10/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4.3,,,7.55,0.0076,,444.3,19,20,0.381,,0.065,0.007,,,8,67.6,,,1.3,,,,2.6,0.1,ND,,,,,,,,2,3,2
1005GLE0441,Glen Lake,8,17-08-03,07/11/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.25,,,7.26,0.0084,,369.7,21,25,0.162,,0.021,0.007,,,10,62.3,,,2.3,,,,5.9,3.4,ND,,,,,,,,3,3,2
1005GLE0441,Glen Lake,8,17-08-01,06/12/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,4,,,7.55,0.0089,,386.6,26,24,0.426,,0.024,0.022,,,10,,23.8,,,,,,3.3,0.9,ND,,,,,,,,4,3,4
1005GLE0441,Glen Lake,8,17-08-02,06/26/2017,CSL,OW,1005GLE0441_C,43.3636017,-73.6732025,1.5,3.9,,,7.31,0.0089,,368.6,20,26,0.415,,0.057,0.007,,,5,,,,3.5,,,,2.8,0,ND,,,,,,,,3,3,3
1005GLE0441,Glen Lake,8,17-08-11,06/12/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,14,,,,,0.0167,,,,8,,,0.297,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-13,07/11/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0196,,,,11,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-14,07/25/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0198,,,,8,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-15,08/13/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0216,,,,9,,,0.533,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-16,08/27/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0217,,,,10,,,0.242,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-17,09/10/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.0267,,,,10,,,0.223,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-18,09/26/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.047,,,,11,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
1005GLE0441,Glen Lake,8,17-08-12,06/26/2017,CSL,BS,1005GLE0441_C,43.3636017,-73.6732025,15,,,,,0.1176,,,,7,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,
0602CRO0073,Crooked Lake,17,16-17-B1,06/19/2016,CSL,SB,0602CRO0073_W,42.786891,-76.152811,,,,,,,,,,,,,,,,,,,,,,,,,126.71,1.68,ND,No Bloom,,,,,,,,,
0602CRO0073,Crooked Lake,17,16-17-02,07/03/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.45,,,8.11,0.0136,,153.1,27,26,0.223,,,,,,18,,,,2.2,,,,,0.16,ND,,,,,,,,2,2,2
0602CRO0073,Crooked Lake,17,16-17-03,07/18/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.9,,,8.73,0.0147,,170.2,33,29,0.481,,0.032,0.014,,,18,16.1,,,1.3,,,,,0.47,ND,,,,,,,,,,
0602CRO0073,Crooked Lake,17,16-17-04,07/31/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.5,,,8.27,0.0106,,156.4,27,28,0.343,,,,,,15,,,,1.9,,,,,0.48,ND,No Bloom,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,16-17-01,06/19/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.3,,,8.22,0.0155,,152.3,32,26,0.433,,0.134,0.007,,,25,,,,6.2,,,,,0,ND,,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,16-17-05,08/17/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.35,,,7.89,0.0124,,149.7,32,28,0.669,,0.054,0.016,,,17,,,,3.7,,,,,0.46,ND,,,,,,,,2,3,2
0602CRO0073,Crooked Lake,17,16-17-06,08/28/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.65,,,8.74,0.0104,,78.2,33,28,0.32,,,,,,20,,,,3.4,,,,,1.63,ND,,,,,,,,2,3,2
0602CRO0073,Crooked Lake,17,16-17-07,09/17/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,2.9,,,8.39,0.0177,,90.7,24,25,0.435,,0.02,0.011,,,15,18.1,,,16.7,,,,,11.25,ND,,,,,,,,3,3,2
0602CRO0073,Crooked Lake,17,16-17-08,10/02/2016,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,2.25,,,8.51,0.0187,,134.3,22,22,0.54,,,,,,13,,,,10.9,,,,,6.86,ND,,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,15-17-01,07/05/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,,3.5,,,7.7,0.0131,,149.5,17,19,0.982,,0.035,0.01,,,9,,9.19,,4.2,,,,2.3,0.4,ND,,,,,,,,3,2,3
0602CRO0073,Crooked Lake,17,15-17-02,07/20/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,,3.5,,,7.86,0.0121,,144.5,30,28,0.336,,0,,,,9,,,,3.8,,,,1.83,0.89,ND,,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,15-17-03,08/01/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,,3.8,,,8.5,0.0077,,148.3,29,28,0.504,,0.055,0.031,,,13,18.3,,,2.4,,,,0.55,0.08,ND,,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,15-17-05,08/30/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.5,,,7.95,0.014,,97.5,20,25,0.684,,0.036,0.015,,,7,,13.1,,3.9,,,,2.04,1.02,ND,,,,,,,,3,3,2
0602CRO0073,Crooked Lake,17,15-17-06,09/13/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.1,,,7.84,0.0131,,129.9,25,23,0.483,,0,,,,5,,,,4.4,,,,2.14,0.79,ND,,,,,,,,3,2,2
0602CRO0073,Crooked Lake,17,15-17-07,09/27/2015,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.3,,,7.8,0.0131,,139,19,21,0.814,,0.037,0.00275,,,10,15.6,,,5.5,,,,2.54,0.84,ND,,,,,,,,2,1,2
0602CRO0073,Crooked Lake,17,12-17-01,06/17/2012,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,4.025,,,8.34,0.0135,,133.2,24,24,0.408,,0.03,0.005,,,12,,18.7,,3.4,,,,1.15,1.12,ND,,,,,,,,3,3,2
0602CRO0073,Crooked Lake,17,12-17-02,07/01/2012,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.4,,,8,0.0147,,126.5,34,27,0.362,,0.005,0.005,,,14,,,,2.6,,,,,,ND,,,,,,,,3,3,3
0602CRO0073,Crooked Lake,17,12-17-03,07/14/2012,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.85,,,7.68,0.015,,132.2,32,29.5,0.397,,0.005,0.005,,,23,,,,2.9,,,,2.98,2.23,ND,,,,,,,,3,3,3
0602CRO0073,Crooked Lake,17,12-17-04,07/29/2012,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,2.75,,,7.05,0.0149,,115.2,32,28,0.345,,0.015,0.005,,,11,,,,,,,,3.95,3.25,.39,,,,,,,,3,3,3
0602CRO0073,Crooked Lake,17,12-17-05,08/26/2012,CSL,OW,0602CRO0073_C,42.7859001,-76.1493988,1.5,3.25,,,8.59,0.0145,,128.5,32,27,0.483,,0.021303,0.005,,,10,,17.6,,3.9,,,,1.56,1.15,.37,,,,,,,,3,4,3
